ID,Status,PeakPower(W),MachineTemp,TempUnits,WindSpeed,SpeedUnits,MeasureDate,MeasureTime,Region
WWS-S1002,Active,1197945,77.79,C,15.86,KMPH,3/1/2021,5:41:39,LATAM
WWS-S1001,Offline,1072210,78.67,C,21.37,KMPH,1/1/2021,21:14:21,EMEA
WWS-S1009,Offline,1078836,75.26,C,21.14,KMPH,3/1/2021,7:55:24,LATAM
WWS-S1009,Active,1069348,71.24,C,24.26,KMPH,6/1/2021,22:32:52,EMEA
WWS-S1006,Active,1135191,70.54,C,20.46,KMPH,5/1/2021,16:51:32,ANZ
WWS-S1003,Active,1147437,77.78,C,17.26,KMPH,6/1/2021,6:14:48,APAC
WWS-S1004,Active,1068609,83.21,C,16.93,KMPH,7/1/2021,23:06:36,ANZ
WWS-S1005,Active,1185411,77.62,C,22.85,KMPH,5/1/2021,6:08:35,APAC
WWS-S1004,Offline,1066280,76.07,C,15.74,KMPH,1/1/2021,13:09:31,NORTHAM
WWS-S1006,Active,1142201,68.95,C,21.28,KMPH,3/1/2021,5:01:24,ANZ
WWS-S1005,Active,1078476,67.19,C,19.14,KMPH,2/1/2021,8:53:00,NORTHAM
WWS-S1008,Active,1162179,79.17,C,15.83,KMPH,1/1/2021,10:27:36,APAC
WWS-S1008,Active,1124150,80.34,C,24.48,KMPH,1/1/2021,10:26:22,APAC
WWS-S1004,Offline,1228096,83.41,C,16.43,KMPH,3/1/2021,2:30:03,APAC
WWS-S1000,Active,1204010,68.29,C,18.7,KMPH,3/1/2021,8:29:34,ANZ
WWS-S1002,Active,1034635,72.22,C,24.31,KMPH,3/1/2021,0:37:34,NORTHAM
WWS-S1008,Active,1089740,69.12,C,17.32,KMPH,3/1/2021,21:47:36,NORTHAM
WWS-S1006,Active,1234066,78.35,C,24.3,KMPH,3/1/2021,19:01:51,EMEA
WWS-S1001,Active,1044558,71.96,C,22.02,KMPH,5/1/2021,10:12:37,APAC
WWS-S1001,Offline,1213672,83.11,C,22.88,KMPH,2/1/2021,12:06:15,NORTHAM
WWS-S1008,Offline,1190795,73.69,C,15.53,KMPH,7/1/2021,17:30:59,ANZ
WWS-S1005,Active,1189606,79.39,C,18.96,KMPH,1/1/2021,8:20:41,EMEA
WWS-S1003,Active,1139472,68.24,C,21.46,KMPH,4/1/2021,0:46:24,LATAM
WWS-S1005,Active,1122490,79.44,C,17.57,KMPH,7/1/2021,8:08:46,LATAM
WWS-S1006,Offline,1176695,67.27,C,20.03,KMPH,1/1/2021,8:55:14,LATAM
WWS-S1008,Active,1191972,68.84,C,24.97,KMPH,2/1/2021,7:54:15,NORTHAM
WWS-S1003,Offline,1080991,80.58,C,15.58,KMPH,1/1/2021,0:18:12,LATAM
WWS-S1001,Active,1161295,83.75,C,16.48,KMPH,6/1/2021,14:41:59,APAC
WWS-S1008,Active,1105622,69.43,C,17.6,KMPH,5/1/2021,21:10:36,ANZ
WWS-S1001,Active,1118062,78.86,C,22.93,KMPH,7/1/2021,8:46:50,EMEA
WWS-S1002,Offline,1170710,67.21,C,21.77,KMPH,7/1/2021,21:00:57,ANZ
WWS-S1004,Offline,1171235,80.8,C,18.36,KMPH,7/1/2021,9:31:28,APAC
WWS-S1005,Active,1222100,74.17,C,16.48,KMPH,5/1/2021,13:11:03,ANZ
WWS-S1006,Active,1062391,80.33,C,18.71,KMPH,5/1/2021,17:58:38,ANZ
WWS-S1006,Active,1016640,84.25,C,18.78,KMPH,7/1/2021,3:47:00,APAC
WWS-S1001,Active,1003594,70.83,C,15.42,KMPH,6/1/2021,5:33:58,APAC
WWS-S1006,Active,1175943,84.01,C,24.41,KMPH,2/1/2021,18:16:12,LATAM
WWS-S1006,Active,1191849,65.04,C,18.85,KMPH,7/1/2021,21:27:29,APAC
WWS-S1000,Active,1239110,76.15,C,20.36,KMPH,1/1/2021,10:55:31,APAC
WWS-S1009,Active,1157551,65.51,C,18.6,KMPH,6/1/2021,14:58:43,NORTHAM
WWS-S1007,Active,1245345,84.78,C,24.45,KMPH,5/1/2021,4:10:44,APAC
WWS-S1008,Active,1146424,66.01,C,22.05,KMPH,4/1/2021,8:41:19,ANZ
WWS-S1006,Active,1079295,68.22,C,24.46,KMPH,7/1/2021,3:51:27,EMEA
WWS-S1001,Active,1185725,73.36,C,17.62,KMPH,3/1/2021,3:44:33,EMEA
WWS-S1002,Active,1112160,72.93,C,19.67,KMPH,1/1/2021,10:58:20,NORTHAM
WWS-S1004,Active,1242311,74.83,C,17.67,KMPH,5/1/2021,8:11:43,LATAM
WWS-S1009,Offline,1105693,78.86,C,22.75,KMPH,3/1/2021,17:31:48,LATAM
WWS-S1002,Active,1003213,67.55,C,19.45,KMPH,1/1/2021,10:36:38,ANZ
WWS-S1007,Active,1005713,71.7,C,17.24,KMPH,3/1/2021,3:38:13,NORTHAM
WWS-S1007,Active,1000981,83.83,C,18.22,KMPH,5/1/2021,14:08:24,LATAM
WWS-S1006,Active,1060214,69.43,C,24.73,KMPH,7/1/2021,23:38:44,ANZ
WWS-S1003,Active,1069157,67.94,C,18.95,KMPH,4/1/2021,22:36:26,APAC
WWS-S1008,Active,1214066,66.72,C,24.95,KMPH,4/1/2021,12:11:02,EMEA
WWS-S1009,Offline,1060638,82.16,C,21.34,KMPH,1/1/2021,15:15:44,APAC
WWS-S1006,Active,1184302,75.84,C,16.73,KMPH,6/1/2021,8:33:13,APAC
WWS-S1000,Active,1226303,72.41,C,23.85,KMPH,7/1/2021,2:30:17,NORTHAM
WWS-S1000,Active,1247388,82.2,C,19.93,KMPH,6/1/2021,8:33:54,APAC
WWS-S1007,Active,1072399,68.32,C,21.79,KMPH,3/1/2021,11:24:53,APAC
WWS-S1001,Active,1230194,83.94,C,16.26,KMPH,3/1/2021,18:33:27,EMEA
WWS-S1002,Offline,1175974,81.58,C,22.49,KMPH,2/1/2021,9:35:13,LATAM
WWS-S1004,Active,1083149,80.12,C,20.73,KMPH,1/1/2021,13:32:13,APAC
WWS-S1006,Active,1122041,81.35,C,23.58,KMPH,4/1/2021,16:31:12,NORTHAM
WWS-S1003,Active,1219615,82.94,C,20.17,KMPH,6/1/2021,12:18:49,LATAM
WWS-S1006,Active,1038770,73.09,C,15.98,KMPH,5/1/2021,0:59:35,APAC
WWS-S1004,Active,1181615,69.89,C,23.8,KMPH,4/1/2021,16:24:18,ANZ
WWS-S1000,Active,1029501,82.62,C,20.55,KMPH,3/1/2021,2:31:33,APAC
WWS-S1004,Active,1071363,76.72,C,17.73,KMPH,3/1/2021,18:34:05,LATAM
WWS-S1002,Active,1189581,84.41,C,23.76,KMPH,4/1/2021,22:19:12,NORTHAM
WWS-S1006,Active,1158360,67.72,C,21.31,KMPH,2/1/2021,2:19:29,NORTHAM
WWS-S1002,Active,1245308,67.53,C,16.26,KMPH,5/1/2021,0:10:22,APAC
WWS-S1009,Active,1246196,67.5,C,18.38,KMPH,5/1/2021,0:55:28,NORTHAM
WWS-S1001,Active,1071934,71.67,C,21.54,KMPH,2/1/2021,19:36:00,ANZ
WWS-S1001,Active,1013153,82.04,C,19.73,KMPH,5/1/2021,4:57:59,ANZ
WWS-S1006,Active,1025832,65.59,C,21.1,KMPH,6/1/2021,12:35:00,NORTHAM
WWS-S1005,Active,1104786,81.55,C,20.95,KMPH,6/1/2021,7:30:07,LATAM
WWS-S1009,Active,1153373,67.77,C,22.52,KMPH,1/1/2021,23:39:39,LATAM
WWS-S1006,Active,1126081,69.21,C,17.11,KMPH,2/1/2021,5:58:19,LATAM
WWS-S1006,Active,1063557,79.34,C,18.18,KMPH,6/1/2021,11:23:45,ANZ
WWS-S1003,Active,1222122,80.05,C,22.49,KMPH,4/1/2021,5:40:44,NORTHAM
WWS-S1001,Offline,1072246,80.68,C,20.97,KMPH,5/1/2021,8:47:54,NORTHAM
WWS-S1002,Active,1050350,67.04,C,23.58,KMPH,1/1/2021,11:21:14,APAC
WWS-S1004,Active,1236074,71.31,C,24.52,KMPH,7/1/2021,1:40:25,APAC
WWS-S1000,Active,1135769,71.0,C,15.89,KMPH,5/1/2021,0:22:27,ANZ
WWS-S1005,Offline,1128866,82.43,C,23.61,KMPH,5/1/2021,5:34:57,NORTHAM
WWS-S1001,Active,1081824,65.59,C,21.82,KMPH,2/1/2021,5:07:47,APAC
WWS-S1009,Active,1078551,66.1,C,18.69,KMPH,2/1/2021,9:56:07,EMEA
WWS-S1004,Offline,1130700,73.1,C,18.9,KMPH,3/1/2021,15:02:44,NORTHAM
WWS-S1003,Active,1125511,81.82,C,16.08,KMPH,5/1/2021,5:53:45,APAC
WWS-S1003,Active,1228958,66.85,C,18.4,KMPH,7/1/2021,20:22:28,APAC
WWS-S1001,Offline,1088501,80.07,C,15.47,KMPH,7/1/2021,3:12:05,LATAM
WWS-S1008,Active,1041844,83.07,C,23.4,KMPH,2/1/2021,3:55:35,EMEA
WWS-S1008,Active,1176624,71.4,C,16.76,KMPH,4/1/2021,4:03:17,LATAM
WWS-S1001,Offline,1096022,76.27,C,20.14,KMPH,7/1/2021,14:35:22,APAC
WWS-S1009,Active,1033915,72.22,C,20.1,KMPH,7/1/2021,0:53:34,APAC
WWS-S1002,Offline,1235691,77.34,C,17.47,KMPH,2/1/2021,16:27:23,ANZ
WWS-S1005,Active,1195609,84.51,C,18.75,KMPH,7/1/2021,5:56:13,EMEA
WWS-S1008,Active,1141490,72.27,C,16.06,KMPH,3/1/2021,7:35:19,APAC
WWS-S1008,Active,1221903,67.23,C,22.98,KMPH,1/1/2021,4:02:10,LATAM
WWS-S1005,Active,1060208,73.51,C,16.49,KMPH,2/1/2021,22:58:55,APAC
WWS-S1004,Active,1051325,80.06,C,15.17,KMPH,5/1/2021,9:43:00,LATAM
WWS-S1003,Offline,1006396,76.42,C,24.36,KMPH,3/1/2021,8:46:07,NORTHAM
WWS-S1001,Offline,1230106,75.87,C,24.18,KMPH,2/1/2021,13:07:17,NORTHAM
WWS-S1003,Active,1219673,74.06,C,19.02,KMPH,2/1/2021,8:40:03,APAC
WWS-S1001,Active,1197709,82.56,C,15.6,KMPH,7/1/2021,15:41:39,EMEA
WWS-S1005,Offline,1106628,77.96,C,24.36,KMPH,5/1/2021,14:05:32,EMEA
WWS-S1009,Active,1222327,76.86,C,18.17,KMPH,7/1/2021,2:27:25,NORTHAM
WWS-S1003,Active,1247800,66.97,C,15.49,KMPH,4/1/2021,21:18:46,APAC
WWS-S1009,Active,1008563,71.66,C,20.07,KMPH,2/1/2021,8:12:32,APAC
WWS-S1006,Active,1148397,71.7,C,20.26,KMPH,7/1/2021,13:34:34,EMEA
WWS-S1009,Active,1073760,70.78,C,17.16,KMPH,2/1/2021,9:51:09,NORTHAM
WWS-S1001,Active,1211178,65.87,C,21.01,KMPH,1/1/2021,10:38:58,NORTHAM
WWS-S1002,Active,1050475,77.58,C,20.42,KMPH,7/1/2021,5:37:35,APAC
WWS-S1008,Offline,1152690,76.53,C,23.15,KMPH,2/1/2021,18:34:08,NORTHAM
WWS-S1004,Active,1035634,72.78,C,17.02,KMPH,5/1/2021,16:24:50,LATAM
WWS-S1003,Active,1131833,72.81,C,23.23,KMPH,1/1/2021,9:49:01,NORTHAM
WWS-S1002,Offline,1020947,73.02,C,22.25,KMPH,7/1/2021,14:46:28,APAC
WWS-S1001,Offline,1009101,65.88,C,19.11,KMPH,3/1/2021,11:10:54,LATAM
WWS-S1002,Active,1190959,75.4,C,18.28,KMPH,2/1/2021,22:44:03,ANZ
WWS-S1007,Active,1152668,67.14,C,19.37,KMPH,5/1/2021,5:52:20,APAC
WWS-S1003,Active,1128530,81.08,C,16.4,KMPH,7/1/2021,22:55:09,ANZ
WWS-S1005,Active,1119639,68.88,C,21.12,KMPH,3/1/2021,22:15:14,NORTHAM
WWS-S1004,Active,1210159,73.02,C,20.55,KMPH,4/1/2021,6:50:29,LATAM
WWS-S1008,Offline,1222202,73.74,C,22.54,KMPH,3/1/2021,1:17:06,ANZ
WWS-S1008,Offline,1035140,77.02,C,15.44,KMPH,5/1/2021,0:32:09,ANZ
WWS-S1009,Active,1056055,82.04,C,23.87,KMPH,6/1/2021,4:21:05,EMEA
WWS-S1002,Offline,1096443,76.98,C,17.63,KMPH,4/1/2021,21:02:43,EMEA
WWS-S1003,Active,1090981,78.35,C,15.65,KMPH,2/1/2021,10:10:04,EMEA
WWS-S1003,Active,1208407,77.64,C,22.96,KMPH,3/1/2021,18:05:55,LATAM
WWS-S1009,Active,1137480,72.43,C,20.62,KMPH,3/1/2021,5:18:05,EMEA
WWS-S1009,Active,1018088,68.75,C,22.31,KMPH,2/1/2021,21:18:47,APAC
WWS-S1002,Active,1002709,65.71,C,15.33,KMPH,5/1/2021,0:58:39,ANZ
WWS-S1005,Offline,1208392,80.94,C,24.06,KMPH,5/1/2021,8:15:33,ANZ
WWS-S1001,Active,1154451,84.41,C,17.16,KMPH,5/1/2021,10:58:04,ANZ
WWS-S1003,Offline,1210406,68.62,C,22.09,KMPH,4/1/2021,22:08:52,NORTHAM
WWS-S1003,Active,1176199,74.82,C,20.31,KMPH,7/1/2021,19:19:56,EMEA
WWS-S1009,Active,1016399,79.98,C,16.24,KMPH,4/1/2021,13:46:36,LATAM
WWS-S1009,Active,1086804,74.3,C,22.68,KMPH,3/1/2021,9:14:59,LATAM
WWS-S1009,Active,1204435,69.29,C,24.63,KMPH,5/1/2021,11:59:20,NORTHAM
WWS-S1004,Active,1123696,68.15,C,22.92,KMPH,7/1/2021,5:42:05,NORTHAM
WWS-S1002,Active,1161904,82.77,C,17.58,KMPH,1/1/2021,6:59:55,ANZ
WWS-S1002,Offline,1168904,78.2,C,20.08,KMPH,1/1/2021,18:47:47,EMEA
WWS-S1007,Active,1241753,84.47,C,18.41,KMPH,5/1/2021,16:53:03,APAC
WWS-S1004,Offline,1106825,75.8,C,21.67,KMPH,4/1/2021,11:03:27,APAC
WWS-S1003,Offline,1020902,67.0,C,19.45,KMPH,1/1/2021,15:33:05,NORTHAM
WWS-S1001,Active,1149447,77.07,C,17.24,KMPH,5/1/2021,4:13:18,ANZ
WWS-S1000,Active,1196645,68.77,C,19.51,KMPH,7/1/2021,3:59:42,NORTHAM
WWS-S1003,Active,1008996,77.72,C,20.83,KMPH,7/1/2021,18:12:09,APAC
WWS-S1005,Offline,1150767,70.01,C,19.17,KMPH,2/1/2021,5:33:30,NORTHAM
WWS-S1004,Active,1066659,69.13,C,17.7,KMPH,3/1/2021,10:29:26,ANZ
WWS-S1001,Active,1192702,68.79,C,18.7,KMPH,4/1/2021,18:59:57,NORTHAM
WWS-S1003,Active,1102691,73.81,C,16.64,KMPH,5/1/2021,20:44:01,ANZ
WWS-S1009,Offline,1077096,84.78,C,18.39,KMPH,5/1/2021,14:20:23,APAC
WWS-S1000,Active,1124282,67.46,C,15.88,KMPH,1/1/2021,6:47:22,LATAM
WWS-S1005,Active,1218122,73.34,C,21.24,KMPH,4/1/2021,10:25:40,EMEA
WWS-S1001,Active,1136656,80.1,C,22.16,KMPH,3/1/2021,16:59:31,EMEA
WWS-S1007,Active,1214708,79.06,C,16.79,KMPH,3/1/2021,23:35:25,EMEA
WWS-S1007,Active,1014436,77.96,C,22.4,KMPH,7/1/2021,17:18:49,EMEA
WWS-S1006,Active,1059790,82.78,C,20.87,KMPH,2/1/2021,3:35:28,APAC
WWS-S1008,Active,1022016,79.06,C,19.01,KMPH,3/1/2021,21:25:27,APAC
WWS-S1002,Active,1233253,67.9,C,17.62,KMPH,3/1/2021,17:55:06,APAC
WWS-S1004,Active,1041389,70.64,C,24.3,KMPH,3/1/2021,7:14:46,EMEA
WWS-S1008,Active,1172490,79.61,C,24.44,KMPH,4/1/2021,10:02:13,EMEA
WWS-S1001,Active,1068579,78.11,C,20.18,KMPH,1/1/2021,23:07:00,LATAM
WWS-S1000,Active,1109906,73.23,C,24.48,KMPH,4/1/2021,16:28:14,NORTHAM
WWS-S1009,Active,1134229,82.62,C,19.13,KMPH,4/1/2021,0:50:32,LATAM
WWS-S1001,Active,1243642,79.71,C,22.8,KMPH,6/1/2021,2:40:38,EMEA
WWS-S1004,Active,1095758,76.78,C,20.62,KMPH,5/1/2021,17:43:37,APAC
WWS-S1009,Active,1146078,74.85,C,18.94,KMPH,7/1/2021,23:31:13,LATAM
WWS-S1007,Active,1205035,66.02,C,22.92,KMPH,4/1/2021,5:11:00,NORTHAM
WWS-S1007,Offline,1097947,80.47,C,16.3,KMPH,2/1/2021,9:06:38,ANZ
WWS-S1007,Active,1059489,68.48,C,20.64,KMPH,6/1/2021,15:27:35,APAC
WWS-S1001,Offline,1164478,66.19,C,22.44,KMPH,5/1/2021,3:26:11,EMEA
WWS-S1005,Offline,1202890,83.42,C,24.18,KMPH,1/1/2021,21:31:46,LATAM
WWS-S1007,Offline,1126496,71.37,C,19.54,KMPH,4/1/2021,16:46:24,NORTHAM
WWS-S1002,Active,1095256,70.82,C,16.65,KMPH,1/1/2021,20:50:21,APAC
WWS-S1005,Offline,1189392,73.52,C,16.43,KMPH,2/1/2021,18:46:22,NORTHAM
WWS-S1001,Active,1051126,74.52,C,17.38,KMPH,2/1/2021,4:42:22,EMEA
WWS-S1009,Active,1174224,81.63,C,16.59,KMPH,5/1/2021,15:54:42,EMEA
WWS-S1007,Active,1138466,71.5,C,16.25,KMPH,6/1/2021,22:44:37,NORTHAM
WWS-S1009,Active,1158782,77.85,C,17.46,KMPH,7/1/2021,22:41:53,EMEA
WWS-S1008,Active,1143796,80.13,C,21.01,KMPH,2/1/2021,3:18:18,NORTHAM
WWS-S1000,Active,1042881,69.95,C,24.85,KMPH,1/1/2021,20:09:49,NORTHAM
WWS-S1009,Active,1183137,82.49,C,24.3,KMPH,1/1/2021,6:31:10,APAC
WWS-S1009,Active,1122654,70.84,C,24.67,KMPH,3/1/2021,20:09:33,EMEA
WWS-S1003,Active,1186008,80.99,C,17.2,KMPH,4/1/2021,23:00:15,APAC
WWS-S1005,Offline,1060229,72.26,C,17.41,KMPH,7/1/2021,16:27:24,EMEA
WWS-S1004,Active,1005024,71.12,C,24.95,KMPH,3/1/2021,1:36:02,APAC
WWS-S1003,Active,1220368,83.86,C,17.94,KMPH,5/1/2021,4:43:14,APAC
WWS-S1001,Active,1217263,80.42,C,22.74,KMPH,3/1/2021,10:33:27,ANZ
WWS-S1007,Offline,1076731,73.77,C,17.59,KMPH,5/1/2021,5:57:42,NORTHAM
WWS-S1002,Offline,1173377,81.33,C,19.27,KMPH,4/1/2021,13:34:03,NORTHAM
WWS-S1002,Active,1177463,67.81,C,22.38,KMPH,3/1/2021,6:50:16,NORTHAM
WWS-S1003,Active,1133920,74.62,C,24.55,KMPH,6/1/2021,4:30:13,NORTHAM
WWS-S1008,Active,1145099,76.15,C,18.34,KMPH,3/1/2021,21:21:48,LATAM
WWS-S1002,Active,1035144,78.53,C,19.33,KMPH,3/1/2021,21:43:32,LATAM
WWS-S1007,Active,1092750,73.04,C,16.2,KMPH,6/1/2021,0:32:09,ANZ
WWS-S1005,Active,1011465,70.03,C,20.0,KMPH,3/1/2021,5:17:20,LATAM
WWS-S1009,Active,1120129,70.08,C,16.06,KMPH,3/1/2021,18:20:43,EMEA
WWS-S1005,Offline,1135241,80.54,C,21.71,KMPH,7/1/2021,3:34:28,LATAM
WWS-S1008,Active,1030228,79.94,C,22.59,KMPH,2/1/2021,4:09:39,NORTHAM
WWS-S1000,Active,1221224,76.86,C,19.84,KMPH,5/1/2021,8:33:40,EMEA
WWS-S1006,Active,1014490,70.07,C,23.78,KMPH,6/1/2021,8:47:41,EMEA
WWS-S1007,Active,1109483,76.46,C,20.73,KMPH,3/1/2021,10:57:14,LATAM
WWS-S1008,Active,1239689,83.61,C,21.85,KMPH,7/1/2021,7:15:48,NORTHAM
WWS-S1005,Active,1160518,76.59,C,15.29,KMPH,7/1/2021,20:32:20,EMEA
WWS-S1009,Active,1174826,84.25,C,18.36,KMPH,2/1/2021,13:05:37,APAC
WWS-S1004,Active,1201073,67.42,C,21.03,KMPH,4/1/2021,14:11:40,ANZ
WWS-S1003,Active,1127884,79.68,C,20.09,KMPH,4/1/2021,18:03:28,EMEA
WWS-S1004,Active,1057085,72.52,C,16.06,KMPH,2/1/2021,7:12:25,LATAM
WWS-S1007,Active,1035098,73.69,C,15.18,KMPH,1/1/2021,12:11:38,EMEA
WWS-S1002,Active,1177191,70.15,C,20.28,KMPH,3/1/2021,8:15:46,LATAM
WWS-S1002,Active,1056263,76.16,C,19.63,KMPH,6/1/2021,10:13:10,ANZ
WWS-S1008,Offline,1122536,74.24,C,23.75,KMPH,5/1/2021,13:15:29,APAC
WWS-S1006,Active,1031344,70.1,C,19.9,KMPH,6/1/2021,19:54:58,APAC
WWS-S1004,Active,1023982,82.28,C,22.18,KMPH,4/1/2021,2:45:19,APAC
WWS-S1004,Active,1120877,75.02,C,19.64,KMPH,1/1/2021,13:17:16,ANZ
WWS-S1003,Active,1184168,67.73,C,15.98,KMPH,1/1/2021,21:51:52,LATAM
WWS-S1003,Active,1104189,82.91,C,17.23,KMPH,1/1/2021,3:14:01,LATAM
WWS-S1008,Offline,1090303,73.9,C,22.73,KMPH,5/1/2021,11:08:21,LATAM
WWS-S1003,Offline,1047849,79.12,C,15.17,KMPH,2/1/2021,16:08:11,LATAM
WWS-S1008,Offline,1089613,73.72,C,15.26,KMPH,1/1/2021,22:28:00,APAC
WWS-S1009,Offline,1209469,82.87,C,19.67,KMPH,7/1/2021,13:57:35,NORTHAM
WWS-S1002,Active,1065800,83.88,C,15.7,KMPH,4/1/2021,19:51:23,EMEA
WWS-S1009,Active,1104184,74.32,C,23.0,KMPH,4/1/2021,5:11:51,NORTHAM
WWS-S1007,Active,1194643,75.56,C,20.37,KMPH,2/1/2021,9:32:40,ANZ
WWS-S1009,Active,1087714,81.07,C,24.46,KMPH,2/1/2021,1:30:10,LATAM
WWS-S1007,Active,1249019,73.09,C,18.68,KMPH,2/1/2021,3:48:02,ANZ
WWS-S1006,Active,1123433,75.39,C,17.67,KMPH,5/1/2021,11:53:04,LATAM
WWS-S1000,Active,1157176,65.57,C,15.29,KMPH,5/1/2021,2:31:33,APAC
WWS-S1007,Active,1249766,74.56,C,21.11,KMPH,7/1/2021,19:46:57,APAC
WWS-S1000,Active,1231262,76.53,C,19.69,KMPH,4/1/2021,14:48:25,ANZ
WWS-S1009,Active,1043204,79.39,C,19.4,KMPH,7/1/2021,5:36:21,ANZ
WWS-S1009,Offline,1109736,69.76,C,24.66,KMPH,7/1/2021,0:48:32,LATAM
WWS-S1008,Active,1242114,72.99,C,16.82,KMPH,3/1/2021,7:36:32,EMEA
WWS-S1009,Active,1118423,72.64,C,15.12,KMPH,6/1/2021,5:18:37,EMEA
WWS-S1002,Active,1052338,66.41,C,19.72,KMPH,2/1/2021,16:29:28,APAC
WWS-S1006,Offline,1205497,75.02,C,18.69,KMPH,2/1/2021,0:21:35,ANZ
WWS-S1002,Active,1141100,81.95,C,20.28,KMPH,3/1/2021,22:08:00,EMEA
WWS-S1005,Active,1244337,80.76,C,23.85,KMPH,5/1/2021,4:11:03,ANZ
WWS-S1009,Active,1223591,72.24,C,21.79,KMPH,4/1/2021,22:32:30,LATAM
WWS-S1005,Active,1172870,73.36,C,17.25,KMPH,1/1/2021,20:17:27,APAC
WWS-S1009,Active,1176115,74.71,C,23.52,KMPH,5/1/2021,10:49:56,APAC
WWS-S1000,Active,1101294,84.09,C,20.89,KMPH,5/1/2021,17:58:43,EMEA
WWS-S1003,Active,1125665,79.15,C,20.33,KMPH,7/1/2021,1:01:39,NORTHAM
WWS-S1005,Active,1033714,78.76,C,19.69,KMPH,4/1/2021,13:24:56,NORTHAM
WWS-S1006,Active,1163581,82.67,C,22.63,KMPH,7/1/2021,8:45:22,EMEA
WWS-S1008,Active,1020209,80.27,C,15.59,KMPH,2/1/2021,12:33:17,LATAM
WWS-S1004,Active,1138905,65.63,C,21.85,KMPH,4/1/2021,11:09:52,NORTHAM
WWS-S1006,Offline,1129734,67.56,C,23.08,KMPH,5/1/2021,8:48:32,APAC
WWS-S1003,Offline,1179810,80.44,C,23.89,KMPH,4/1/2021,10:04:16,APAC
WWS-S1009,Active,1047490,81.35,C,22.74,KMPH,2/1/2021,6:13:25,EMEA
WWS-S1004,Offline,1044602,79.53,C,24.82,KMPH,1/1/2021,3:50:08,APAC
WWS-S1004,Active,1230426,79.8,C,15.92,KMPH,4/1/2021,20:35:52,EMEA
WWS-S1007,Active,1032863,67.24,C,20.37,KMPH,2/1/2021,15:45:18,EMEA
WWS-S1007,Offline,1196332,79.07,C,21.78,KMPH,3/1/2021,11:09:10,APAC
WWS-S1007,Active,1011340,75.61,C,18.48,KMPH,4/1/2021,10:29:02,LATAM
WWS-S1000,Offline,1168299,68.7,C,23.18,KMPH,5/1/2021,12:24:04,EMEA
WWS-S1006,Active,1027937,68.24,C,22.99,KMPH,3/1/2021,16:36:36,LATAM
WWS-S1009,Active,1187283,84.1,C,21.34,KMPH,3/1/2021,16:09:42,LATAM
WWS-S1009,Active,1140302,78.52,C,21.27,KMPH,5/1/2021,2:29:58,LATAM
WWS-S1009,Active,1203199,67.47,C,20.47,KMPH,4/1/2021,11:33:04,APAC
WWS-S1008,Active,1177960,83.85,C,16.91,KMPH,2/1/2021,2:05:28,NORTHAM
WWS-S1001,Active,1016157,81.25,C,19.49,KMPH,7/1/2021,21:20:40,LATAM
WWS-S1005,Active,1031731,66.65,C,22.25,KMPH,6/1/2021,5:22:17,LATAM
WWS-S1002,Active,1233498,70.29,C,16.71,KMPH,3/1/2021,6:35:37,EMEA
WWS-S1002,Active,1182916,72.95,C,22.78,KMPH,2/1/2021,3:41:06,ANZ
WWS-S1006,Offline,1163248,77.17,C,16.51,KMPH,6/1/2021,7:38:59,LATAM
WWS-S1004,Active,1154657,71.04,C,24.27,KMPH,7/1/2021,4:38:13,NORTHAM
WWS-S1007,Offline,1189422,72.0,C,24.72,KMPH,7/1/2021,14:49:24,EMEA
WWS-S1005,Offline,1242113,66.47,C,23.9,KMPH,7/1/2021,8:40:57,EMEA
WWS-S1001,Active,1011988,76.21,C,23.63,KMPH,2/1/2021,6:16:46,ANZ
WWS-S1006,Active,1113051,69.61,C,20.53,KMPH,6/1/2021,23:56:57,ANZ
WWS-S1002,Active,1047517,66.9,C,15.72,KMPH,4/1/2021,23:29:39,NORTHAM
WWS-S1000,Active,1092142,66.97,C,16.34,KMPH,3/1/2021,11:03:26,ANZ
WWS-S1005,Active,1170362,73.88,C,15.31,KMPH,1/1/2021,8:53:16,NORTHAM
WWS-S1007,Offline,1137109,78.62,C,18.55,KMPH,3/1/2021,17:49:19,NORTHAM
WWS-S1002,Active,1191550,69.39,C,22.96,KMPH,6/1/2021,14:20:40,LATAM
WWS-S1003,Active,1216436,73.64,C,24.06,KMPH,1/1/2021,19:10:49,NORTHAM
WWS-S1009,Active,1211370,84.67,C,18.92,KMPH,7/1/2021,0:33:54,EMEA
WWS-S1004,Offline,1012599,75.03,C,19.6,KMPH,2/1/2021,23:19:03,ANZ
WWS-S1006,Active,1006822,82.88,C,17.37,KMPH,1/1/2021,14:47:53,NORTHAM
WWS-S1009,Active,1217503,69.67,C,18.78,KMPH,1/1/2021,0:16:09,LATAM
WWS-S1000,Active,1080092,72.92,C,15.79,KMPH,2/1/2021,5:17:46,LATAM
WWS-S1001,Active,1075228,81.88,C,22.36,KMPH,3/1/2021,13:45:59,ANZ
WWS-S1005,Active,1001879,72.69,C,24.65,KMPH,5/1/2021,8:11:44,APAC
WWS-S1004,Active,1236289,78.76,C,24.79,KMPH,3/1/2021,8:26:42,EMEA
WWS-S1006,Active,1043848,74.91,C,17.67,KMPH,7/1/2021,14:55:30,EMEA
WWS-S1009,Offline,1217779,78.73,C,17.0,KMPH,3/1/2021,19:40:13,ANZ
